Jugador,Puesto,Equipo,Cotizacion,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,PCG,AcG,PrG,PCT,AcT,PrT,G,GJ,GP,GV,GR,GC,VF,VI,TA,TR,PE,PA
"Mercier, Juan",VOL,San Lorenzo de A,5600000,0,5,4,0,7,6,5,6,4,0,7,5,5,3,6,11,58,5.27,12,63,5.25,0,0,0,0,0,0,0,0,2,0,0,0
"Mirabaje, Matías",VOL,San Lorenzo de A,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mussis, Franco",VOL,San Lorenzo de A,4700000,0,13,3,6,5,0,0,3,0,6,0,0,0,0,0,5,23,4.6,6,36,6,1,1,0,1,0,0,0,0,3,0,0,0
"Navarro, Leandro",VOL,San Lorenzo de A,2000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ortigoza, Néstor",VOL,San Lorenzo de A,5800000,6,0,0,0,0,0,0,0,5,5,4,6,4,6,0,6,30,5,7,36,5.14,0,0,0,0,0,0,0,0,3,0,0,0
"Quignón, Facundo",VOL,San Lorenzo de A,1500000,8,7,0,7,0,5,0,7,0,5,0,0,0,0,0,4,24,6,6,39,6.5,0,0,0,0,0,0,0,0,0,0,0,0
"Romagnoli, Leandro",VOL,San Lorenzo de A,5300000,12,11,5,3,19,5,7,0,7,0,5,6,5,11,5,11,78,7.09,13,101,7.77,1,1,0,0,0,0,4,0,1,0,0,0
"Ruiz, Alan",VOL,San Lorenzo de A,2400000,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,2,8,4,2,8,4,0,0,0,0,0,0,0,0,1,0,0,0
"Avila, Ezequiel",DEL,San Lorenzo de A,1200000,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,2,11,5.5,2,11,5.5,0,0,0,0,0,0,0,0,0,0,0,0
"Benítez, Nahuel",DEL,San Lorenzo de A,1900000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cauteruccio, Martín",DEL,San Lorenzo de A,5500000,0,12,4,0,0,0,0,5,0,4,4,11,20,6,5,8,59,7.38,9,71,7.89,5,5,0,2,0,0,1,0,0,0,0,0
"Matos, Mauro",DEL,San Lorenzo de A,5900000,12,0,5,5,10,12,21,5,11,5,5,0,0,5,0,10,84,8.4,11,96,8.73,5,4,1,1,0,0,2,0,0,0,0,0
"Montagna, Ezequiel",DEL,San Lorenzo de A,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Verón, Gonzalo",DEL,San Lorenzo de A,3800000,0,0,5,0,0,0,0,0,0,5,0,0,0,0,4,3,14,4.67,3,14,4.67,0,0,0,0,0,0,0,0,0,0,0,0
"Villalba, Héctor",DEL,San Lorenzo de A,3500000,10,0,5,0,0,6,5,5,9,0,7,6,10,9,4,10,66,6.6,11,76,6.91,4,4,0,1,0,0,0,0,2,0,0,0
"Ardente, Luis",ARQ,San Martín SJ,3800000,5,5,12,10,3,5,4,5,3,7,10,5,3,5,2,13,74,5.69,15,84,5.6,0,0,0,0,20,0,1,3,1,0,0,0
"Corti, Leonardo",ARQ,San Martín SJ,2400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Urraburu, Federico",ARQ,San Martín SJ,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Capelli, Javier",DEF,San Martín SJ,800,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,3,15,5,3,15,5,0,0,0,0,0,0,0,1,1,0,0,0
"Carniello, Oscar",DEF,San Martín SJ,3400000,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0
"Franco, Daniel",DEF,San Martín SJ,1600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gómez, José Luis",DEF,San Martín SJ,3000000,6,7,6,8,2,4,5,30,5,18,8,6,3,6,4,13,105,8.08,15,118,7.87,3,3,0,0,0,0,1,3,2,0,0,0
"Iberbia, Raúl",DEF,San Martín SJ,3200000,0,0,5,0,2,5,0,5,3,9,5,5,4,4,5,11,52,4.73,11,52,4.73,0,0,0,0,0,1,0,2,4,0,0,0
"Jofré, Lucas",DEF,San Martín SJ,1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ledesma, Damián",DEF,San Martín SJ,3100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mattia, Francisco",DEF,San Martín SJ,3300000,3,1,0,7,4,5,4,6,6,6,8,5,2,5,4,12,62,5.17,14,66,4.71,0,0,0,0,0,0,0,3,3,1,0,0
"Pinto, Marcos",DEF,San Martín SJ,2000000,6,6,5,8,0,0,5,0,0,0,0,0,0,0,5,4,23,5.75,6,35,5.83,0,0,0,0,0,0,0,1,0,0,0,0
"Silva, Matías",DEF,San Martín SJ,1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vera, Renzo",DEF,San Martín SJ,2400000,6,7,5,6,2,5,5,6,5,8,8,4,5,3,5,13,67,5.15,15,80,5.33,1,0,1,0,0,0,0,3,3,0,0,0
"Bogado, Mauro",VOL,San Martín SJ,3500000,5,0,6,5,4,4,6,13,3,12,5,6,6,5,3,13,78,6,14,83,5.93,1,1,0,0,0,0,1,0,5,0,0,0
"Bustos, Maximiliano",VOL,San Martín SJ,3300000,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,3,3,1,3,3,0,0,0,0,0,0,0,0,1,0,0,0
"Canuhé, Cristian",VOL,San Martín SJ,3000000,0,0,0,0,5,6,5,5,4,0,0,0,5,4,0,7,34,4.86,7,34,4.86,0,0,0,0,0,0,0,0,0,0,0,0
"Covea, Michael",VOL,San Martín SJ,2800000,0,8,0,4,6,3,2,5,4,4,0,0,0,0,5,8,33,4.13,9,41,4.56,0,0,0,0,0,0,0,0,4,0,0,0
"Fernández, Carlos",VOL,San Martín SJ,2500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gelabert, Marcos",VOL,San Martín SJ,3100000,6,6,4,5,7,1,0,4,3,0,0,0,0,6,0,7,30,4.29,9,42,4.67,0,0,0,0,0,0,0,0,3,1,0,0
"López, Ramiro",VOL,San Martín SJ,2800000,19,5,5,4,0,0,5,0,0,5,0,0,0,0,0,4,19,4.75,6,43,7.17,1,1,0,1,0,0,1,0,0,0,0,0
"Martínez, Emanuel",VOL,San Martín SJ,300,0,0,0,0,0,0,0,0,0,0,20,5,0,6,5,4,36,9,4,36,9,2,2,0,2,0,0,1,0,0,0,0,0
"Milano, Mauro",VOL,San Martín SJ,2700000,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,4.5,0,0,0,0,0,0,0,0,0,0,0,0
"Navarro, Alejandro",VOL,San Martín SJ,1500000,0,0,0,0,0,0,0,0,6,6,6,6,5,5,5,7,39,5.57,7,39,5.57,0,0,0,0,0,0,0,0,0,0,0,0
"Pelaitay, Nicolás",VOL,San Martín SJ,2400000,5,5,5,3,6,4,0,0,0,0,0,0,0,0,0,4,18,4.5,6,28,4.67,0,0,0,0,0,0,0,0,2,0,0,0
"Quiroga, Raúl",VOL,San Martín SJ,2500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Salas, Lucas",VOL,San Martín SJ,2800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alaníz, Rodrigo",DEL,San Martín SJ,1300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aparicio, Eric",DEL,San Martín SJ,1500000,0,0,0,0,0,5,4,5,6,6,0,5,5,6,6,9,48,5.33,9,48,5.33,0,0,0,0,0,0,0,0,0,0,0,0
"Bueno, Carlos",DEL,San Martín SJ,4000000,4,6,11,4,20,5,0,0,0,0,0,0,0,0,0,4,40,10,6,50,8.33,3,3,0,3,0,0,0,0,1,0,0,0
"Caballero, Franco",DEL,San Martín SJ,2300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Figueroa, Marcos",DEL,San Martín SJ,2400000,4,7,12,2,4,15,5,6,3,10,5,4,6,15,11,13,98,7.54,15,109,7.27,5,5,0,2,0,0,2,0,3,0,0,0
"Jones, Matías",DEL,San Martín SJ,1000000,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,5,5,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0
"Pinedo Zabala, Gustavo",DEL,San Martín SJ,2000000,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,4,4,1,4,4,0,0,0,0,0,0,0,0,2,0,0,0
"Pumpido, Facundo",DEL,San Martín SJ,1000000,0,0,0,0,0,0,0,5,12,5,4,5,0,0,0,5,31,6.2,5,31,6.2,1,1,0,1,0,0,0,0,0,0,0,0
"Vitti, Pablo",DEL,San Martín SJ,2100000,0,0,0,0,0,0,0,0,0,0,0,8,12,4,6,4,30,7.5,4,30,7.5,2,2,0,1,0,0,0,0,1,0,0,0
"Agüero, Franco",ARQ,Sarmiento de Junín,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bangardino, Pablo",ARQ,Sarmiento de Junín,2400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rigamonti, César",ARQ,Sarmiento de Junín,3500000,1,5,3,6,3,4,9,1,10,10,5,9,2,9,10,13,81,6.23,15,87,5.8,0,0,0,0,18,0,0,6,0,0,0,0
"Vicentini, Manuel",ARQ,Sarmiento de Junín,1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aguilar, Pablo",DEF,Sarmiento de Junín,2600000,4,5,3,6,5,0,0,0,7,8,4,6,0,0,0,7,39,5.57,9,48,5.33,0,0,0,0,0,0,0,3,2,0,0,0
"Bustamante, Marcelo",DEF,Sarmiento de Junín,2900000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Canto, Gustavo",DEF,Sarmiento de Junín,1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Casierra, Mauricio",DEF,Sarmiento de Junín,2500000,4,5,4,4,4,4,8,3,6,6,3,8,5,6,0,12,61,5.08,14,70,5,0,0,0,0,0,0,0,5,6,0,0,0
"Coria, Franco",DEF,Sarmiento de Junín,2800000,3,6,3,5,4,2,0,0,0,0,0,0,0,0,7,5,21,4.2,7,30,4.29,0,0,0,0,0,0,0,1,2,0,0,0
"Delgado, Daniel",DEF,Sarmiento de Junín,2700000,0,0,0,0,0,0,20,2,0,0,0,0,0,0,0,2,22,11,2,22,11,1,1,0,1,0,0,0,1,1,0,0,0
"Dutari, Francisco",DEF,Sarmiento de Junín,2900000,0,0,0,0,0,4,6,5,8,9,5,6,5,8,8,10,64,6.4,10,64,6.4,0,0,0,0,0,0,0,6,2,0,0,0
"Espinazo, Germán",DEF,Sarmiento de Junín,1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Méndez, Maximiliano",DEF,Sarmiento de Junín,1600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Peppino, Franco",DEF,Sarmiento de Junín,3000000,4,6,4,5,4,5,8,3,8,23,4,8,6,5,0,12,83,6.92,14,93,6.64,1,1,0,0,0,0,1,5,3,0,0,0
"Quiroga, Nahuel",DEF,Sarmiento de Junín,2600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,5,5,1,5,5,0,0,0,0,0,0,0,1,1,0,0,0
"Azil, Juan Manuel",VOL,Sarmiento de Junín,2500000,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,4,4,1,4,4,0,0,0,0,0,0,0,0,1,0,0,0
"Díaz, Matías",VOL,Sarmiento de Junín,1800000,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,4,4,1,4,4,0,0,0,0,0,0,0,0,1,0,0,0
"Hoyos, Michael",VOL,Sarmiento de Junín,2000000,5,0,4,3,4,0,0,4,2,0,4,0,0,0,0,6,21,3.5,7,26,3.71,0,0,0,0,0,0,0,0,2,0,0,0
"Iuvalé, Silvio",VOL,Sarmiento de Junín,3000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"López, Juan Ignacio",VOL,Sarmiento de Junín,1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Luna, Sebastián",VOL,Sarmiento de Junín,1800000,6,3,5,6,3,5,8,2,12,12,6,5,4,0,3,12,71,5.92,14,80,5.71,2,2,0,1,0,0,0,0,6,0,0,0
"Melo, Alejandro",VOL,Sarmiento de Junín,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Miloc, Dardo",VOL,Sarmiento de Junín,3400000,4,5,0,5,7,6,7,4,0,3,5,11,5,11,6,11,70,6.36,13,79,6.08,0,0,0,0,0,0,2,0,1,0,0,0
"Núñez, Gervasio",VOL,Sarmiento de Junín,2700000,0,6,10,9,9,8,29,9,11,5,0,5,6,6,6,13,113,8.69,14,119,8.5,6,3,3,2,0,0,3,0,2,0,1,0
"Ocampo, Reinaldo",VOL,Sarmiento de Junín,3000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pascucci, Agustín",VOL,Sarmiento de Junín,2100000,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,2,10,5,2,10,5,0,0,0,0,0,0,0,0,0,0,0,0
"Quiroga, Luis",VOL,Sarmiento de Junín,2000000,0,0,0,0,0,6,5,4,0,0,4,0,0,0,0,4,19,4.75,4,19,4.75,0,0,0,0,0,0,0,0,0,0,0,0
"Sánchez, Nicolás",VOL,Sarmiento de Junín,1900000,6,5,4,0,4,5,7,5,0,6,4,6,5,4,5,11,55,5,13,66,5.08,0,0,0,0,0,0,0,0,2,0,0,0
"Scatolaro, Marcelo",VOL,Sarmiento de Junín,1500000,4,6,4,0,0,4,0,0,5,0,0,0,0,4,0,4,17,4.25,6,27,4.5,0,0,0,0,0,0,0,0,0,0,0,0
"Spinaci, Renzo",VOL,Sarmiento de Junín,2000000,3,3,6,3,6,0,0,0,0,0,0,0,6,3,4,6,28,4.67,8,34,4.25,0,0,0,0,0,0,0,0,5,0,0,0
"Aguilar, Emmanuel",DEL,Sarmiento de Junín,1100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cacheiro, Ignacio",DEL,Sarmiento de Junín,2700000,0,0,0,0,5,12,6,4,3,7,0,6,3,5,4,10,55,5.5,10,55,5.5,0,0,0,0,0,0,1,0,2,0,0,0
"Castro, Federico",DEL,Sarmiento de Junín,1600000,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,6,6,1,6,6,0,0,0,0,0,0,0,0,0,0,0,0
"Cuevas, Héctor",DEL,Sarmiento de Junín,3200000,9,12,9,13,0,0,0,0,0,5,5,5,5,5,4,8,51,6.38,10,72,7.2,4,3,1,2,0,0,0,0,0,0,0,0
"Ferradas, Mauricio",DEL,Sarmiento de Junín,3000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Figueroa, Tobías",DEL,Sarmiento de Junín,1700000,0,0,0,6,5,10,13,5,2,0,2,0,5,0,0,8,48,6,8,48,6,2,2,0,1,0,0,0,0,1,1,0,0
"Fornari, Maximiliano",DEL,Sarmiento de Junín,1400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,5,5,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0
"Tamburelli, José",DEL,Sarmiento de Junín,2400000,5,0,0,0,2,0,0,0,0,0,0,0,4,0,0,2,6,3,3,11,3.67,0,0,0,0,0,0,0,0,1,0,0,0
"Vivani, Joaquín",DEL,Sarmiento de Junín,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Crivelli, Federico",ARQ,Temperley,2700000,17,1,3,11,4,9,5,5,6,9,5,3,9,8,5,13,82,6.31,15,100,6.67,0,0,0,0,13,0,2,5,2,0,0,0
"De Bortoli, Leandro",ARQ,Temperley,1600000,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,9,9,1,9,9,0,0,0,0,0,0,0,1,0,0,0,0
"García Achinelli, Rodrigo",ARQ,Temperley,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aguirre, Gastón",DEF,Temperley,2900000,1,0,0,5,3,8,5,5,6,8,4,4,8,5,4,12,65,5.42,13,66,5.08,0,0,0,0,0,0,0,5,3,1,0,0
"Bogino, Ignacio",DEF,Temperley,3000000,6,4,2,0,5,0,0,0,4,13,5,5,7,6,4,9,51,5.67,11,61,5.55,0,0,0,0,0,0,1,4,4,0,0,0
"Bojanich, Gastón",DEF,Temperley,1800000,6,3,2,5,7,5,5,2,0,7,0,3,8,9,4,11,57,5.18,13,66,5.08,0,0,0,0,0,0,0,6,6,0,0,0
"Chimino, Cristian",DEF,Temperley,2700000,8,5,3,5,4,8,5,5,5,20,6,5,6,8,7,13,87,6.69,15,100,6.67,1,1,0,1,0,0,0,5,1,0,0,0
"González, Fernando",DEF,Temperley,1300000,0,0,0,5,4,7,6,1,0,0,0,0,0,0,0,5,23,4.6,5,23,4.6,0,0,0,0,0,0,0,1,1,0,0,0
"Paz, Cristian",DEF,Temperley,1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rodríguez, Nicolás",DEF,Temperley,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Romero, Patricio",DEF,Temperley,1400000,7,4,2,0,0,0,0,0,3,0,4,0,0,0,0,3,9,3,5,20,4,0,0,0,0,0,0,0,1,2,0,0,0
"Ruiz, Enzo",DEF,Temperley,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aprile, Gustavo",VOL,Temperley,600,0,0,5,6,3,4,6,3,0,0,0,0,0,0,0,6,27,4.5,6,27,4.5,1,1,0,1,0,0,0,0,2,0,0,0
"Arregui, Adrián",VOL,Temperley,1800000,-1,0,5,6,4,5,5,2,3,0,0,0,7,6,5,10,48,4.8,11,47,4.27,0,0,0,0,0,0,0,0,3,1,0,0
"Brandán, Fernando",VOL,Temperley,1900000,5,6,5,13,5,3,5,4,0,6,4,3,5,0,6,11,59,5.36,13,70,5.38,1,1,0,0,0,0,0,0,4,0,0,0
"Bruno, Federico",VOL,Temperley,2000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Di Lorenzo, Leonardo",VOL,Temperley,2800000,0,0,0,0,0,0,5,5,6,5,6,5,6,5,5,9,48,5.33,9,48,5.33,0,0,0,0,0,0,0,0,0,0,0,0
"Esparza, Gabriel",VOL,Temperley,2500000,0,5,0,0,4,0,0,0,7,5,7,6,6,11,12,8,58,7.25,9,63,7,1,1,0,0,0,0,1,0,0,0,0,0
"Ledesma, Eduardo",VOL,Temperley,2900000,5,3,0,0,0,0,0,14,7,5,5,5,5,5,6,8,52,6.5,10,60,6,1,1,0,1,0,0,0,0,1,0,0,0
"Magallán, Santiago",VOL,Temperley,1500000,6,0,5,0,0,0,0,0,0,5,0,0,0,0,0,2,10,5,3,16,5.33,0,0,0,0,0,0,0,0,0,0,0,0
"Mallorca, Mauro",VOL,Temperley,1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oroná, Ignacio",VOL,Temperley,500,6,5,0,5,0,6,3,6,5,4,4,7,0,0,0,8,40,5,10,51,5.1,0,0,0,0,0,0,0,0,3,0,0,0
"Sambueza, Fabián",VOL,Temperley,900,2,4,6,3,3,0,0,0,18,5,6,14,6,3,0,9,64,7.11,11,70,6.36,2,2,0,1,0,0,1,0,5,1,0,0
"Vidal, Sebastián",VOL,Temperley,1800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dinenno, Juan Ignacio",DEL,Temperley,2800000,14,5,6,3,5,6,4,5,10,6,5,6,5,3,0,12,64,5.33,14,83,5.93,2,2,0,1,0,0,0,0,2,0,0,0
"Grbec, Javier",DEL,Temperley,1400000,0,0,12,4,0,5,5,4,0,0,0,0,0,12,5,7,47,6.71,7,47,6.71,2,2,0,2,0,0,0,0,1,0,0,0
"Jara, Matías",DEL,Temperley,1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"López, Luis Eduardo",DEL,Temperley,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sosa, Franco",DEL,Temperley,1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Terzaghi, Emiliano",DEL,Temperley,3000000,0,5,6,0,5,0,3,0,0,0,0,0,0,5,0,4,19,4.75,5,24,4.8,0,0,0,0,0,0,0,0,1,0,0,0
"Vilchez, Pablo",DEL,Temperley,3200000,5,4,3,2,0,0,0,0,0,0,0,0,0,0,0,2,5,2.5,4,14,3.5,0,0,0,0,0,0,0,0,1,0,0,0
"Bonet, Alexis",ARQ,Tigre,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D'Angelo, Sebastián",ARQ,Tigre,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"García, Javier",ARQ,Tigre,4400000,8,3,9,5,5,9,9,2,8,4,9,4,0,3,4,12,71,5.92,14,82,5.86,0,0,0,0,11,0,0,6,1,0,0,0
"Lugo, Fernando",ARQ,Tigre,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Blengio, Juan Carlos",DEF,Tigre,4500000,0,0,8,0,6,5,8,15,8,6,8,5,0,6,5,11,80,7.27,11,80,7.27,1,1,0,1,0,0,0,5,2,0,0,0
"Bonadío, Ignacio",DEF,Tigre,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Echeverría, Mariano",DEF,Tigre,5100000,7,5,6,2,0,0,0,0,0,0,0,0,0,0,0,2,8,4,4,20,5,0,0,0,0,0,0,0,2,2,0,0,0
"Godoy, Erik",DEF,Tigre,2500000,7,2,5,3,6,7,8,6,0,0,0,0,0,0,0,6,35,5.83,8,44,5.5,0,0,0,0,0,0,0,4,3,0,0,0
"González Pirez, Leandro",DEF,Tigre,3800000,8,0,0,3,6,7,7,5,18,18,8,6,0,4,4,11,86,7.82,13,94,7.23,2,2,0,1,0,0,0,5,3,1,0,0
"Goñi, Ernesto",DEF,Tigre,2500000,4,5,7,5,5,5,6,5,7,5,7,15,0,5,2,12,74,6.17,14,83,5.93,1,1,0,1,0,0,0,6,4,0,0,0
"Izaguirre, Santiago",DEF,Tigre,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Moscato, Mariano",DEF,Tigre,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pantaleone, Nicolás",DEF,Tigre,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Silguero, Sebastián",DEF,Tigre,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vesco, Lucas",DEF,Tigre,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Arzura, Joaquín",VOL,Tigre,2000000,0,0,5,5,2,5,6,3,4,6,6,5,0,4,0,11,51,4.64,11,51,4.64,0,0,0,0,0,0,0,0,5,0,0,0
"Bertoglio, Facundo",VOL,Tigre,2200000,6,0,5,0,5,5,0,0,0,17,7,6,0,0,0,6,45,7.5,7,51,7.29,1,1,0,1,0,0,1,0,1,0,0,0
"Castro, Alexis",VOL,Tigre,400,0,0,0,0,0,0,6,5,6,6,0,0,0,0,6,5,29,5.8,5,29,5.8,0,0,0,0,0,0,0,0,0,0,0,0
"Galmarini, Martín",VOL,Tigre,3400000,0,0,0,0,0,0,0,2,4,5,5,5,0,5,3,7,29,4.14,7,29,4.14,0,0,0,0,0,0,0,0,3,0,0,0
"Itabel, Kevin",VOL,Tigre,3200000,0,5,11,5,4,0,5,5,0,0,0,3,0,5,0,7,38,5.43,8,43,5.38,0,0,0,0,0,0,1,0,1,0,0,0
"Menossi, Lucas",VOL,Tigre,1600000,0,0,0,0,0,0,0,0,0,0,6,5,0,5,5,4,21,5.25,4,21,5.25,0,0,0,0,0,0,0,0,0,0,0,0
"Paglialunga, Mario",VOL,Tigre,1500000,5,5,0,6,9,5,4,4,6,0,0,0,0,0,5,7,39,5.57,9,49,5.44,0,0,0,0,0,0,1,0,1,0,0,0
"Pelletieri, Agustín",VOL,Tigre,4000000,6,6,5,5,0,0,0,0,5,6,0,0,0,0,0,4,21,5.25,6,33,5.5,0,0,0,0,0,0,0,0,0,0,0,0
"Sánchez, Facundo",VOL,Tigre,2800000,0,0,0,0,0,5,0,5,6,5,6,5,0,5,4,8,41,5.13,8,41,5.13,0,0,0,0,0,0,0,0,0,0,0,0
